BHK,project,Location,City,Total sqft,price_sqft,price
2,,Bandra West,Mumbai,1000,"85,000",8.50 Cr
2,,Bandra West,Mumbai,900,"85,000",7.65 Cr
2,,Bandra West,Mumbai,1000,"85,000",8.50 Cr
2,,Bandra West,Mumbai,1000,"85,000",8.50 Cr
2 BHK Apartment,Reputed Builder Kanti ApartmentsBandra West,Bandra West,Mumbai,1000,"85,000",8.50 Cr
2,,Bandra West,Mumbai,1100,"85,000",9.35 Cr
2 BHK Apartment,Reputed Builder Silver CascadeBandra West,Bandra West,Mumbai,1100,"85,000",9.35 Cr
2,,Khar West,Mumbai,1000,"70,000",7.00 Cr
2,,Bandra West,Mumbai,850,"85,000",7.22 Cr
2 BHK Apartment,Sheth Beau PrideBandra West,Bandra West,Mumbai,1000,"85,000",8.50 Cr
2,,Bandra West,Mumbai,1000,"85,000",8.50 Cr
2,,Bandra West,Mumbai,1000,"85,000",8.50 Cr
2,,Khar West,Mumbai,1000,"70,000",7.00 Cr
2,,Bandra West,Mumbai,1100,"85,000",9.35 Cr
2,,Khar West,Mumbai,1100,"70,000",7.70 Cr
2,,Khar West,Mumbai,900,"70,000",6.30 Cr
2,,Bandra West,Mumbai,1200,"85,000",10.20 Cr
2,,Bandra West,Mumbai,1050,"85,000",8.93 Cr
3,,Bandra West,Mumbai,1500,"85,000",12.75 Cr
4,,Bandra West,Mumbai,2200,"85,000",18.70 Cr
3 BHK Apartment,Swaraj Homes Green Gate ApartmentBandra West,Bandra West,Mumbai,1600,"85,000",13.60 Cr
3 BHK Apartment,Reputed Builder AshmitaKhar West,Khar West,Mumbai,1400,"70,000",9.80 Cr
3 BHK Apartment,Blackstone Maqba HeightsBandra West,Bandra West,Mumbai,1300,"85,000",11.05 Cr
3,,Bandra West,Mumbai,1200,"85,000",10.20 Cr
3 BHK Apartment,Niraj Kakad EnclaveKhar,Khar,Mumbai,1500,"70,000",10.50 Cr
3 BHK Apartment,Reputed Builder Asit ApartmentsBandra West,Bandra West,Mumbai,1300,"85,000",11.05 Cr
3 BHK Apartment,Reputed Builder Silver OakBandra West,Bandra West,Mumbai,1600,"85,000",13.60 Cr
3 BHK Apartment,Swaraj Homes Park Lane ApartmentsBandra West,Bandra West,Mumbai,1250,"85,000",10.62 Cr
3,,Bandra West,Mumbai,1500,"85,000",12.75 Cr
3,,Bandra West,Mumbai,1400,"85,000",11.90 Cr
2 BHK Apartment,Lodha The Park Town HousesLower Parel,Lower Parel,Mumbai,1473,"90,000",13.26 Cr
3 BHK Apartment,Reputed Builder Rameshwaram ApartmentPrabhadevi,Prabhadevi,Mumbai,1850,"70,000",12.95 Cr
3 BHK Apartment,Siddhivinayak HorizonPrabhadevi,Prabhadevi,Mumbai,1897,"70,000",13.28 Cr
2 BHK Apartment,Spenta Alta VistaChembur,Chembur,Mumbai,1092,"30,000",3.28 Cr
1,,Byculla,Mumbai,660,"25,000",1.65 Cr
1,,Mazgaon,Mumbai,660,"25,000",1.65 Cr
2 BHK Apartment,Lodha The Park Town HousesLower Parel,Lower Parel,Mumbai,1473,"90,000",13.26 Cr
1,,Mazgaon,Mumbai,550,"25,000",1.38 Cr
2 BHK Apartment,Atul Wallace FortunaMazagaon,Mazagaon,Mumbai,1277,"25,000",3.19 Cr
3 BHK Apartment,L And T Seawoods Opal At West SquareSeawoods,Seawoods,Mumbai,1300,"18,000",2.34 Cr
3 BHK Apartment,L And T Seawoods Opal At West SquareSeawoods,Seawoods,Mumbai,1200,"18,000",2.16 Cr
3 BHK Apartment,L And T Seawoods Opal At West SquareSeawoods,Seawoods,Mumbai,1500,"18,000",2.70 Cr
2 BHK Apartment,L And T Seawoods Opal At West SquareSeawoods,Seawoods,Mumbai,1050,"18,000",1.89 Cr
2 BHK Apartment,Ravechi Shreeji DivineKharghar,Kharghar,Mumbai,1555,"12,000",1.87 Cr
1,,Koper Khairane,Mumbai,600,"25,000",1.50 Cr
2 BHK Apartment,B and M AtlantisGhansoli,Ghansoli,Mumbai,1200,"15,000",1.80 Cr
1 BHK Apartment,Reputed Builder Mahavir HeightsGhansoli,Ghansoli,Mumbai,650,"15,000",97.50 L
2,,Koper Khairane,Mumbai,1000,"25,000",2.50 Cr
1,,Koper Khairane,Mumbai,650,"25,000",1.62 Cr
2,,Dahisar Navi mumbai,Mumbai,1200,"25,000",3.00 Cr
1 BHK Apartment,Reputed Anita Nagar CHSKandivali East,Kandivali East,Mumbai,400,"22,000",88.00 L
2 BHK Apartment,Lodha Codename Limited EditionMulund East,Mulund East,Mumbai,810,"23,000",1.86 Cr
3 BHK Apartment,Lodha Codename Limited EditionMulund East,Mulund East,Mumbai,1146,"23,000",2.64 Cr
3 BHK Apartment,Lodha Codename Limited EditionMulund East,Mulund East,Mumbai,977,"23,000",2.25 Cr
2 BHK Apartment,Lodha Codename Limited EditionMulund East,Mulund East,Mumbai,750,"23,000",1.73 Cr
1 BHK Apartment,Srishti Pride Phase 1Bhandup West,Bhandup West,Mumbai,465,"22,000",1.02 Cr
2 BHK Apartment,Srishti Pride Phase 1Bhandup West,Bhandup West,Mumbai,630,"22,000",1.39 Cr
1 BHK Apartment,JSB Nakshatra Pride INaigaon East,Naigaon East,Mumbai,621,"25,000",1.55 Cr
2 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,1040,"25,000",2.60 Cr
1 BHK Apartment,JSB Nakshatra Pride INaigaon East,Naigaon East,Mumbai,621,"25,000",1.55 Cr
1 BHK Apartment,JSB Nakshatra Pride INaigaon East,Naigaon East,Mumbai,621,"25,000",1.55 Cr
1 BHK Apartment,JSB Nakshatra Pride INaigaon East,Naigaon East,Mumbai,620,"25,000",1.55 Cr
2 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,1030,"25,000",2.58 Cr
2 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,1025,"25,000",2.56 Cr
2 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,1020,"25,000",2.55 Cr
1 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,655,"25,000",1.64 Cr
1 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,655,"25,000",1.64 Cr
1 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,625,"25,000",1.56 Cr
1 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,650,"25,000",1.62 Cr
1,,Mazgaon,Mumbai,524,"25,000",1.31 Cr
1 BHK Apartment,MICL Aaradhya HighparkBhayandar East,Bhayandar East,Mumbai,750,"25,000",1.88 Cr
1 BHK Apartment,MICL Aaradhya HighparkBhayandar East,Bhayandar East,Mumbai,750,"25,000",1.88 Cr
3 BHK Apartment,JP NorthMira Road East,Mira Road East,Mumbai,1550,"12,000",1.86 Cr
3 BHK Apartment,JP NorthMira Road East,Mira Road East,Mumbai,1550,"12,000",1.86 Cr
3 BHK Apartment,JP NorthMira Road East,Mira Road East,Mumbai,1550,"12,000",1.86 Cr
3 BHK Apartment,JP NorthMira Road East,Mira Road East,Mumbai,1550,"12,000",1.86 Cr
2 BHK Apartment,JP NorthMira Road East,Mira Road East,Mumbai,990,"12,000",1.19 Cr
2 BHK Apartment,JP NorthMira Road East,Mira Road East,Mumbai,990,"12,000",1.19 Cr
2 BHK Apartment,JP NorthMira Road East,Mira Road East,Mumbai,990,"12,000",1.19 Cr
1 BHK Apartment,JP NorthMira Road East,Mira Road East,Mumbai,715,"12,000",85.80 L
1 BHK Apartment,JP NorthMira Road East,Mira Road East,Mumbai,715,"12,000",85.80 L
3 BHK Apartment,Ashish SamriddhiMira Road East,Mira Road East,Mumbai,1450,"12,000",1.74 Cr
3 BHK Apartment,Ashish SamriddhiMira Road East,Mira Road East,Mumbai,1450,"12,000",1.74 Cr
3 BHK Apartment,Ashish SamriddhiMira Road East,Mira Road East,Mumbai,1450,"12,000",1.74 Cr
2 BHK Apartment,Ashish SamriddhiMira Road East,Mira Road East,Mumbai,1024,"12,000",1.23 Cr
2 BHK Apartment,Enso Enso SanzaKandivali East,Kandivali East,Mumbai,940,"22,000",2.07 Cr
3 BHK Apartment,Kanakia ParisBandra Kurla Complex,Bandra East,Mumbai,1175,"65,000",7.64 Cr
3 BHK Apartment,Kanakia ParisBandra Kurla Complex,Bandra East,Mumbai,971,"65,000",6.31 Cr
3 BHK Apartment,Kanakia ParisBandra Kurla Complex,Bandra East,Mumbai,1027,"65,000",6.68 Cr
2 BHK Apartment,Kanakia ParisBandra Kurla Complex,Bandra East,Mumbai,861,"65,000",5.60 Cr
2 BHK Apartment,Kanakia ParisBandra Kurla Complex,Bandra East,Mumbai,795,"65,000",5.17 Cr
3 BHK Apartment,Kanakia ParisBandra Kurla Complex,Bandra East,Mumbai,1034,"65,000",6.72 Cr
2 BHK Apartment,Kanakia ParisBandra Kurla Complex,Bandra East,Mumbai,965,"65,000",6.27 Cr
2 BHK Apartment,Kanakia ParisBandra Kurla Complex,Bandra East,Mumbai,854,"65,000",5.55 Cr
2 BHK Apartment,Kanakia ParisBandra Kurla Complex,Bandra East,Mumbai,853,"65,000",5.54 Cr
3 BHK Apartment,Kanakia ParisBandra Kurla Complex,Bandra East,Mumbai,1145,"65,000",7.44 Cr
3 BHK Apartment,Kanakia ParisBandra Kurla Complex,Bandra East,Mumbai,986,"65,000",6.41 Cr
2 BHK Apartment,Kanakia ParisBandra Kurla Complex,Bandra East,Mumbai,857,"65,000",5.57 Cr
2 BHK Apartment,Kanakia ParisBandra Kurla Complex,Bandra East,Mumbai,845,"65,000",5.49 Cr
1 BHK Apartment,Shraddha PrimeBhandup West,Bhandup West,Mumbai,324,"22,000",71.28 L
1 BHK Apartment,Nipun GalaxyBhandup West,Bhandup West,Mumbai,313,"22,000",68.86 L
1 BHK Apartment,Nipun GalaxyBhandup West,Bhandup West,Mumbai,302,"22,000",66.44 L
1 BHK Apartment,Nipun GalaxyBhandup West,Bhandup West,Mumbai,311,"22,000",68.42 L
1,,Panvel,Mumbai,650,"10,000",65.00 L
1 BHK Apartment,Swaraj Homes Surji Dham CHSAiroli,Airoli,Mumbai,550,"14,000",77.00 L
2 BHK Apartment,Sunteck Signia WaterfrontAiroli,Airoli,Mumbai,950,"14,000",1.33 Cr
2 BHK Apartment,Sunteck Signia WaterfrontAiroli,Airoli,Mumbai,950,"14,000",1.33 Cr
2,,Airoli,Mumbai,850,"14,000",1.19 Cr
1 BHK Apartment,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,527,"25,000",1.32 Cr
1 BHK Apartment,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,512,"25,000",1.28 Cr
1 BHK Apartment,Unicorn ArenaNaigaon East,Naigaon East,Mumbai,525,"25,000",1.31 Cr
1 BHK Apartment,Unicorn ArenaNaigaon East,Naigaon East,Mumbai,519,"25,000",1.30 Cr
1 BHK Apartment,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,503,"25,000",1.26 Cr
1 BHK Apartment,Navkar City Phase I Part 4Naigaon East,Naigaon East,Mumbai,686,"25,000",1.72 Cr
1 BHK Apartment,Navkar City Phase I Part 4Naigaon East,Naigaon East,Mumbai,695,"25,000",1.74 Cr
1 BHK Apartment,Navkar City Phase I Part 4Naigaon East,Naigaon East,Mumbai,696,"25,000",1.74 Cr
1 BHK Apartment,Navkar City Phase I Part 4Naigaon East,Naigaon East,Mumbai,678,"25,000",1.70 Cr
1 BHK Apartment,Navkar City Phase I Part 4Naigaon East,Naigaon East,Mumbai,692,"25,000",1.73 Cr
1 BHK Apartment,Navkar City Phase I Part 4Naigaon East,Naigaon East,Mumbai,673,"25,000",1.68 Cr
1 BHK Apartment,Navkar City Phase I Part 4Naigaon East,Naigaon East,Mumbai,679,"25,000",1.70 Cr
3 BHK Apartment,Kalpataru Siddhachal VIII Bldg 4Thane West,Thane West,Mumbai,1425,"18,000",2.56 Cr
1 BHK Apartment,Navkar City Phase I Part 4Naigaon East,Naigaon East,Mumbai,673,"25,000",1.68 Cr
1 BHK Apartment,Navkar City Phase I Part 4Naigaon East,Naigaon East,Mumbai,679,"25,000",1.70 Cr
3 BHK Apartment,Kalpataru Siddhachal VIII Bldg 4Thane West,Thane West,Mumbai,1425,"18,000",2.56 Cr
2 BHK Apartment,Kalpataru Kalpataru VientaKandivali East,Kandivali East,Mumbai,1050,"22,000",2.31 Cr
2 BHK Apartment,Kalpataru Kalpataru VientaKandivali East,Kandivali East,Mumbai,1050,"22,000",2.31 Cr
3 BHK Apartment,Kalpataru Siddhachal VIII Bldg 4Thane West,Thane West,Mumbai,1425,"18,000",2.56 Cr
3 BHK Apartment,Kalpataru Kalpataru VientaKandivali East,Kandivali East,Mumbai,1425,"22,000",3.13 Cr
2 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,1000,"25,000",2.50 Cr
2 BHK Apartment,JSB Nakshatra AarambhNaigaon East,Naigaon East,Mumbai,954,"25,000",2.38 Cr
3 BHK Apartment,Kalpataru Kalpataru VientaKandivali East,Kandivali East,Mumbai,1425,"22,000",3.13 Cr
2 BHK Apartment,Kalpataru EleganteKandivali East,Kandivali East,Mumbai,930,"22,000",2.05 Cr
3 BHK Apartment,Kalpataru Kalpataru VientaKandivali East,Kandivali East,Mumbai,1425,"22,000",3.13 Cr
1 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,677,"25,000",1.69 Cr
1 BHK Apartment,Kalpataru EleganteKandivali East,Kandivali East,Mumbai,650,"22,000",1.43 Cr
1 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,678,"25,000",1.70 Cr
1 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,685,"25,000",1.71 Cr
1 BHK Apartment,S D Aubburn at SarovaKandivali East,Kandivali East,Mumbai,600,"22,000",1.32 Cr
1 BHK Apartment,S D Aubburn at SarovaKandivali East,Kandivali East,Mumbai,600,"22,000",1.32 Cr
3 BHK Apartment,Kalpataru Kalpataru VientaKandivali East,Kandivali East,Mumbai,1425,"22,000",3.13 Cr
2 BHK Apartment,Kalpataru EleganteKandivali East,Kandivali East,Mumbai,930,"22,000",2.05 Cr
2 BHK Apartment,Kalpataru EleganteKandivali East,Kandivali East,Mumbai,930,"22,000",2.05 Cr
1 BHK Apartment,Navkar City Phase I Part 4Naigaon East,Naigaon East,Mumbai,719,"25,000",1.80 Cr
2 BHK Apartment,Kalpataru Kalpataru VientaKandivali East,Kandivali East,Mumbai,1050,"22,000",2.31 Cr
3 BHK Apartment,Wadhwa TW GardensKandivali East,Kandivali East,Mumbai,1300,"22,000",2.86 Cr
2 BHK Apartment,Kalpataru EleganteKandivali East,Kandivali East,Mumbai,930,"22,000",2.05 Cr
1 BHK Apartment,S D Aubburn at SarovaKandivali East,Kandivali East,Mumbai,600,"22,000",1.32 Cr
2 BHK Apartment,Wadhwa TW GardensKandivali East,Kandivali East,Mumbai,930,"22,000",2.05 Cr
3 BHK Apartment,Wadhwa TW GardensKandivali East,Kandivali East,Mumbai,1300,"22,000",2.86 Cr
3 BHK Apartment,Wadhwa TW GardensKandivali East,Kandivali East,Mumbai,1300,"22,000",2.86 Cr
2 BHK Apartment,JSB Nakshatra AarambhNaigaon East,Naigaon East,Mumbai,948,"25,000",2.37 Cr
2 BHK Apartment,Wadhwa TW GardensKandivali East,Kandivali East,Mumbai,930,"22,000",2.05 Cr
2 BHK Apartment,Wadhwa TW GardensKandivali East,Kandivali East,Mumbai,930,"22,000",2.05 Cr
2 BHK Apartment,Wadhwa TW GardensKandivali East,Kandivali East,Mumbai,930,"22,000",2.05 Cr
1 BHK Apartment,S D Aubburn at SarovaKandivali East,Kandivali East,Mumbai,600,"22,000",1.32 Cr
1 BHK Apartment,Kalpataru EleganteKandivali East,Kandivali East,Mumbai,650,"22,000",1.43 Cr
1 BHK Apartment,Enso Enso SanzaKandivali East,Kandivali East,Mumbai,650,"22,000",1.43 Cr
2 BHK Apartment,UK IridiumKandivali East,Kandivali East,Mumbai,787,"22,000",1.73 Cr
2 BHK Apartment,UK IridiumKandivali East,Kandivali East,Mumbai,787,"22,000",1.73 Cr
2 BHK Apartment,UK IridiumKandivali East,Kandivali East,Mumbai,787,"22,000",1.73 Cr
2 BHK Apartment,UK IridiumKandivali East,Kandivali East,Mumbai,787,"22,000",1.73 Cr
2 BHK Apartment,Enso Enso SanzaKandivali East,Kandivali East,Mumbai,940,"22,000",2.07 Cr
2 BHK Apartment,UK IridiumKandivali East,Kandivali East,Mumbai,787,"22,000",1.73 Cr
2 BHK Apartment,Enso Enso SanzaKandivali East,Kandivali East,Mumbai,940,"22,000",2.07 Cr
1 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,679,"8,000",54.32 L
1 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,718,"8,000",57.44 L
1 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,709,"8,000",56.72 L
1 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,718,"8,000",57.44 L
1 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,700,"8,000",56.00 L
1 BHK Apartment,Chaitanya The Greens RadhakunjKandivali East,Kandivali East,Mumbai,650,"22,000",1.43 Cr
2 BHK Apartment,Chaitanya The Greens RadhakunjKandivali East,Kandivali East,Mumbai,768,"22,000",1.69 Cr
2 BHK Apartment,Chaitanya The Greens RadhakunjKandivali East,Kandivali East,Mumbai,768,"22,000",1.69 Cr
3 BHK Apartment,Navkar City Phase I Part 4Naigaon East,Naigaon East,Mumbai,1245,"25,000",3.11 Cr
1 BHK Apartment,Kalpataru EleganteKandivali East,Kandivali East,Mumbai,650,"22,000",1.43 Cr
1 BHK Apartment,Ornate HeightsVasai,Vasai,Mumbai,717,"8,000",57.36 L
2 BHK Apartment,Chaitanya The Greens RadhakunjKandivali East,Kandivali East,Mumbai,850,"22,000",1.87 Cr
1 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,735,"8,000",58.80 L
1 BHK Apartment,Chaitanya The Greens RadhakunjKandivali East,Kandivali East,Mumbai,650,"22,000",1.43 Cr
1 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,728,"8,000",58.24 L
1 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,730,"8,000",58.40 L
1 BHK Apartment,Ornate HeightsVasai,Vasai,Mumbai,719,"8,000",57.52 L
1 BHK Apartment,Ornate HeightsVasai,Vasai,Mumbai,705,"8,000",56.40 L
1 BHK Apartment,Ornate HeightsVasai,Vasai,Mumbai,709,"8,000",56.72 L
1 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,700,"25,000",1.75 Cr
2 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,1010,"25,000",2.52 Cr
2 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,1015,"25,000",2.54 Cr
2 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,1018,"25,000",2.54 Cr
2 BHK Apartment,Chaitanya The Greens RadhakunjKandivali East,Kandivali East,Mumbai,700,"22,000",1.54 Cr
3 BHK Apartment,Navkar City Phase I Part 4Naigaon East,Naigaon East,Mumbai,1285,"25,000",3.21 Cr
3 BHK Apartment,Chaitanya The Greens RadhakunjKandivali East,Kandivali East,Mumbai,1003,"22,000",2.21 Cr
1 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,717,"8,000",57.36 L
3 BHK Apartment,Chaitanya The Greens RadhakunjKandivali East,Kandivali East,Mumbai,1003,"22,000",2.21 Cr
3 BHK Apartment,Chaitanya The Greens RadhakunjKandivali East,Kandivali East,Mumbai,1003,"22,000",2.21 Cr
1 BHK Apartment,Ornate HeightsVasai,Vasai,Mumbai,711,"8,000",56.88 L
1 BHK Apartment,Ornate HeightsVasai,Vasai,Mumbai,705,"8,000",56.40 L
2 BHK Apartment,Rustomjee Urbania AureliaThane West,Thane West,Mumbai,1180,"18,000",2.12 Cr
1 BHK Apartment,Ornate HeightsVasai,Vasai,Mumbai,719,"8,000",57.52 L
2 BHK Apartment,Rustomjee Urbania AureliaThane West,Thane West,Mumbai,1175,"18,000",2.12 Cr
1 BHK Apartment,Ornate HeightsVasai,Vasai,Mumbai,735,"8,000",58.80 L
2 BHK Apartment,Rustomjee UrbaniaThane West,Thane West,Mumbai,1190,"18,000",2.14 Cr
3 BHK Apartment,Rustomjee UrbaniaThane West,Thane West,Mumbai,1765,"18,000",3.18 Cr
1 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,728,"8,000",58.24 L
1 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,711,"8,000",56.88 L
1 BHK Apartment,Navkar Tower Part 2Naigaon East,Naigaon East,Mumbai,534,"25,000",1.33 Cr
1 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,713,"8,000",57.04 L
1 BHK Apartment,Navkar Tower Part 2Naigaon East,Naigaon East,Mumbai,535,"25,000",1.34 Cr
1 BHK Apartment,Navkar Tower Part 2Naigaon East,Naigaon East,Mumbai,546,"25,000",1.36 Cr
2 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,1078,"8,000",86.24 L
2 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,1075,"8,000",86.00 L
2 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,1031,"8,000",82.48 L
1 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,789,"8,000",63.12 L
1 BHK Apartment,Lodha Amara Tower 26 27 28 30 34 35Thane West,Thane West,Mumbai,775,"18,000",1.40 Cr
2 BHK Apartment,Realtech HeightsVasai,Vasai,Mumbai,1085,"8,000",86.80 L
3 BHK Apartment,Lodha Amara 3 Bhk With DeckThane West,Thane West,Mumbai,1474,"18,000",2.65 Cr
1 BHK Apartment,Lodha Amara Tower 26 27 28 30 34 35Thane West,Thane West,Mumbai,778,"18,000",1.40 Cr
2 BHK Apartment,Piramal Vaikunth ThaneThane West,Thane West,Mumbai,1205,"18,000",2.17 Cr
1,,Bhiwandi,Mumbai,585,"6,000",35.10 L
2 BHK Apartment,Riddhi Siddhi HeritageAiroli,Airoli,Mumbai,950,"14,000",1.33 Cr
3 BHK Apartment,Neelam Senroofs Phase IINahur East,Nahur East,Mumbai,1244,"25,000",3.11 Cr
2 BHK Apartment,Neelam Senroofs Phase IINahur East,Nahur East,Mumbai,884,"25,000",2.21 Cr
3 BHK Apartment,Neelam Senroofs Phase IINahur East,Nahur East,Mumbai,1086,"25,000",2.71 Cr
2 BHK Apartment,Neelam Senroofs Phase IINahur East,Nahur East,Mumbai,828,"25,000",2.07 Cr
3 BHK Apartment,Kalpataru Kalpataru ElitusMulund West,Mulund West,Mumbai,1015,"25,000",2.54 Cr
2 BHK Apartment,Srishti OasisBhandup West,Bhandup West,Mumbai,623,"22,000",1.37 Cr
1 BHK Apartment,Srishti OasisBhandup West,Bhandup West,Mumbai,481,"22,000",1.06 Cr
1 BHK Apartment,Mahaveer River Valley Tower Phase IKalyan West,Kalyan West,Mumbai,690,"10,000",69.00 L
2,,Kalyan West,Mumbai,960,"10,000",96.00 L
2,,Kalyan West,Mumbai,999,"10,000",99.90 L
1,,Kalyan West,Mumbai,705,"10,000",70.50 L
2,,Kalyan West,Mumbai,1000,"10,000",1.00 Cr
1,,Kalyan West,Mumbai,640,"10,000",64.00 L
1,,Kalyan West,Mumbai,650,"10,000",65.00 L
1 BHK Apartment,Reputed Builder Gurukul CHSAiroli,Airoli,Mumbai,550,"14,000",77.00 L
1,,Jogeshwari West,Mumbai,518,"25,000",1.29 Cr
2 BHK Apartment,Haware NirmitiKamothe,Kamothe,Mumbai,900,"11,000",99.00 L
1 BHK Apartment,Radhey Galaxy Phase IKarjat,Karjat,Mumbai,650,"25,000",1.62 Cr
1 BHK Apartment,Raikar Yash Paradise CHSAiroli,Airoli,Mumbai,1050,"14,000",1.47 Cr
R,,Belondakhar,Mumbai,1089,"25,000",2.72 Cr
R,,Sarde,Mumbai,1089,"25,000",2.72 Cr
R,,Sarde,Mumbai,1089,"25,000",2.72 Cr
2 BHK Apartment,Naman Regency Naman RegencyByculla,Byculla,Mumbai,1230,"25,000",3.08 Cr
2,,Mazgaon,Mumbai,898,"25,000",2.25 Cr
2 BHK Apartment,A Surti Universal CubicalJogeshwari West,Jogeshwari West,Mumbai,1130,"25,000",2.83 Cr
1 BHK Apartment,NSSR AR RayyanByculla,Byculla,Mumbai,750,"25,000",1.88 Cr
3 BHK Apartment,Siddhivinayak HorizonPrabhadevi,Prabhadevi,Mumbai,1897,"70,000",13.28 Cr
3 BHK Apartment,Fairdeal Ocean 360Napeansea Road,Napeansea Road,Mumbai,1720,"25,000",4.30 Cr
2 BHK Apartment,Reputed Builder Aqua GemMazgaon,Mazgaon,Mumbai,1059,"25,000",2.65 Cr
2,,Agripada,Mumbai,1200,"25,000",3.00 Cr
1 BHK Apartment,Mahaveer River Valley Tower Phase IKalyan West,Kalyan West,Mumbai,690,"10,000",69.00 L
1 BHK Apartment,Swaraj Homes Yash DeepKamothe,Kamothe,Mumbai,375,"11,000",41.25 L
2 BHK Apartment,Kohinoor Eden B1Kalyan East,Kalyan East,Mumbai,540,"9,000",48.60 L
1 BHK Apartment,Kohinoor Eden B1Kalyan East,Kalyan East,Mumbai,363,"9,000",32.67 L
1 BHK Apartment,Kohinoor Eden B1Kalyan East,Kalyan East,Mumbai,407,"9,000",36.63 L
1 BHK Apartment,Kohinoor Eden B1Kalyan East,Kalyan East,Mumbai,394,"9,000",35.46 L
1 BHK Apartment,Kohinoor Eden B1Kalyan East,Kalyan East,Mumbai,387,"9,000",34.83 L
1 RK Studio Apartment,Tater FlorenceKarjat,Karjat,Mumbai,426,"25,000",1.06 Cr
1 BHK Apartment,Gee Cee The Mist Phase IKarjat,Karjat,Mumbai,610,"25,000",1.52 Cr
2 BHK Apartment,Reputed Builder Sayali CHS LtdAiroli,Airoli,Mumbai,950,"14,000",1.33 Cr
1,,Koper Khairane,Mumbai,600,"25,000",1.50 Cr
1 BHK Apartment, Batul HouseByculla,Byculla,Mumbai,710,"25,000",1.77 Cr
2,,Kalyan West,Mumbai,1000,"10,000",1.00 Cr
1,,Jogeshwari West,Mumbai,530,"25,000",1.32 Cr
2,,Jogeshwari West,Mumbai,950,"25,000",2.38 Cr
1,,Jogeshwari West,Mumbai,525,"25,000",1.31 Cr
1 BHK Apartment,Mayfair Virar Gardens Phase 2Virar,Virar,Mumbai,500,"5,000",25.00 L
1 BHK Apartment,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,500,"25,000",1.25 Cr
1 BHK Apartment,JSB Nakshatra GreensNaigaon East,Naigaon East,Mumbai,540,"25,000",1.35 Cr
1 BHK Apartment,Ornate Galaxy Phase INaigaon East,Naigaon East,Mumbai,585,"25,000",1.46 Cr
1 BHK Apartment,Unicorn ArenaNaigaon East,Naigaon East,Mumbai,500,"25,000",1.25 Cr
1 BHK Apartment,Unicorn ArenaNaigaon East,Naigaon East,Mumbai,500,"25,000",1.25 Cr
1 BHK Apartment,Unicorn ArenaNaigaon East,Naigaon East,Mumbai,500,"25,000",1.25 Cr
1 BHK Apartment,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,600,"25,000",1.50 Cr
1 BHK Apartment,JSB Nakshatra GreensNaigaon East,Naigaon East,Mumbai,540,"25,000",1.35 Cr
1 BHK Apartment,JSB Nakshatra GreensNaigaon East,Naigaon East,Mumbai,560,"25,000",1.40 Cr
